customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2889-I282,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No,No,No,Yes,No internet service,One year,No,Mailed check,102.97,5146.4,No
5349-B211,Male,0,No,No,45,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,28.46,1285.71,No
8119-L846,Female,0,No,Yes,64,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,112.26,7171.5,No
6139-N720,Female,1,No,No,64,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.14,5955.01,No
9379-D494,Female,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,62.4,1625.26,No
4114-I145,Male,0,Yes,Yes,32,Yes,No,No,Yes,No internet service,No,No internet service,No,No internet service,One year,No,Electronic check,52.29,1678.11,No
8144-A632,Male,0,Yes,No,57,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),33.08,1890.15,No
9821-V836,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.66,,No
4228-L541,Male,0,No,No,33,Yes,No phone service,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.82,2018.5,No
2146-V438,Male,0,No,No,52,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,102.98,5356.03,No
6143-V968,Male,1,Yes,Yes,18,No,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,71.7,1289.91,No
3041-X407,Female,0,Yes,No,35,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Electronic check,63.59,2217.71,No
9308-J782,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),50.31,597.94,No
7691-K512,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),34.02,1721.39,No
5844-R230,Male,0,No,No,10,Yes,No phone service,No,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,117.75,1191.39,No
4143-N780,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),20.84,1083.0,No
7211-V866,Male,0,Yes,Yes,34,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),49.59,1693.5,No
3851-T682,Male,0,No,No,67,Yes,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.57,6429.96,No
5930-M661,Female,0,Yes,No,39,Yes,Yes,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,70.57,2774.49,No
1006-J393,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Electronic check,49.79,409.41,No
4443-N904,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,No,Two year,No,Electronic check,118.02,3418.81,No
6279-O552,Male,0,Yes,No,22,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.48,1778.57,No
8244-V318,Male,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.91,3353.65,No
9375-P912,Male,1,Yes,Yes,61,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,103.47,6302.27,No
3780-V186,Female,0,No,Yes,43,Yes,No,No,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,33.34,1424.5,No
5649-Q779,Female,0,Yes,Yes,49,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.84,3185.68,No
6491-C938,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,102.63,2983.63,No
4848-V417,Male,0,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,117.11,3642.61,No
4680-Z303,Male,0,Yes,No,53,Yes,No phone service,No,No,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),56.75,3005.39,No
3414-A147,Male,0,No,No,34,Yes,Yes,No,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,32.13,1088.01,No
5011-P725,Female,1,Yes,Yes,38,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,75.23,2847.85,No
2193-O524,Male,0,No,No,57,Yes,No phone service,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.12,6431.27,No
4185-W813,Male,0,No,No,4,Yes,Yes,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.14,332.09,No
7291-P509,Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,78.77,151.02,No
4997-E771,Male,1,Yes,Yes,12,Yes,No,No,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),49.33,580.59,No
1090-Y981,Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),79.19,2766.52,No
2746-Y535,Female,0,Yes,No,70,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Electronic check,107.16,7520.16,No
4585-F923,Female,0,No,No,72,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),55.99,4024.4,No
9486-O151,Male,0,Yes,No,21,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,42.58,875.69,No
5082-D567,Male,0,Yes,No,61,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.59,4063.51,No
3184-Z575,Male,0,Yes,Yes,35,Yes,Yes,No,No,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),56.06,1968.51,No
9702-R709,Male,0,No,No,48,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,One year,No,Electronic check,65.48,3134.18,No
6198-Y553,Male,0,Yes,Yes,15,No,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Mailed check,27.87,425.63,No
9270-N950,Male,0,No,Yes,71,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),52.04,3712.89,No
9976-O262,Male,0,Yes,Yes,15,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),101.32,1517.47,No
8777-O365,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.48,358.31,No
5050-U383,Male,1,Yes,No,68,Yes,Yes,No,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,115.52,7864.6,No
9540-P741,Female,1,Yes,Yes,22,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),89.49,1972.89,No
4919-I550,Male,0,No,No,32,Yes,Yes,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,55.04,1770.36,No
2269-W392,Male,1,Yes,Yes,22,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Mailed check,43.54,963.2,No
4841-I443,Male,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),87.13,2343.04,No
6238-R182,Female,0,Yes,Yes,15,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,48.65,707.35,No
3267-E336,Female,0,No,No,44,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,111.4,4903.47,No
7275-W256,Female,0,Yes,Yes,9,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),29.94,267.15,No
4505-C524,Female,0,No,Yes,34,No,No,No,No internet service,No,Yes,No,Yes,No,Two year,Yes,Mailed check,21.14,702.49,No
7678-K655,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,40.46,604.75,No
8633-N163,Female,0,No,Yes,62,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card (automatic),79.22,4910.29,No
4388-N498,Male,0,Yes,No,45,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,102.16,4600.19,No
1320-Y689,Male,0,No,No,72,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,35.35,2556.35,No
7232-P106,Female,0,No,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),77.01,4458.51,No
6763-J871,Female,0,Yes,Yes,19,No,Yes,No,No,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,32.74,601.42,No
7389-N651,Female,0,No,No,16,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),74.85,1193.58,No
9947-Z717,Female,1,No,No,8,Yes,No,No,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),20.08,168.78,No
4613-P324,Female,1,Yes,No,33,No,No,No,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,74.31,2465.61,No
5471-N597,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,70.69,1266.39,No
1475-M444,Female,1,No,No,35,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.56,795.45,No
7624-X269,Female,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),87.54,3753.22,No
8657-E737,Male,1,Yes,No,50,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),75.76,3788.07,No
9751-A503,Female,0,Yes,No,3,Yes,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,80.87,214.12,No
1444-C758,Female,0,No,Yes,59,No,No,No,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,71.49,4214.63,No
8022-E987,Male,0,No,No,28,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,90.81,2545.88,No
8564-F151,Female,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),71.01,3261.87,No
5262-M435,Male,0,No,No,64,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.94,7086.12,No
4467-O434,Male,0,Yes,Yes,70,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),113.07,7915.68,No
6529-Y488,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,One year,No,Mailed check,91.28,4308.29,No
5558-Y951,Male,0,Yes,No,14,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),109.88,1530.01,No
7906-I954,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,111.03,770.06,No
2341-P119,Male,1,Yes,Yes,31,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,44.58,1379.58,No
9837-B458,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,118.14,6041.78,No
4673-U170,Female,0,No,Yes,29,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Electronic check,45.13,1295.44,No
1659-Y131,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),20.11,293.96,No
5051-G959,Female,0,No,No,25,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,114.95,2880.51,No
1333-T256,Male,0,Yes,No,61,No,No,DSL,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,40.73,2472.18,No
4908-E584,Male,1,Yes,No,41,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),76.95,3146.38,No
2874-S323,Male,0,No,No,69,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,115.8,8007.95,No
8619-W362,Male,0,No,No,4,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),23.22,110.34,No
7043-F720,Female,1,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),45.32,2589.14,No
2876-Y938,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),79.44,2465.92,No
3683-J210,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,94.89,278.8,No
1420-J689,Male,0,No,Yes,67,Yes,No,No,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),99.39,6659.17,No
7149-M832,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),107.08,5346.37,No
4249-C706,Male,0,Yes,No,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,35.18,613.24,No
4978-D813,Male,0,No,No,60,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,55.44,3327.87,No
5941-V714,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,90.03,5940.43,No
2983-Z679,Female,1,No,Yes,24,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.14,2163.9,No
1672-L645,Female,0,Yes,No,32,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,One year,No,Electronic check,49.21,1568.36,No
8018-V479,Female,0,Yes,Yes,19,Yes,No phone service,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,No,Mailed check,48.82,932.72,No
2129-Q763,Male,0,No,No,66,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.47,3328.82,No
6590-A969,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),107.9,6503.07,Yes
7882-P208,Female,0,Yes,No,66,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,109.66,7233.19,No
8102-L750,Female,0,Yes,Yes,15,Yes,Yes,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,19.74,304.45,No
8532-W256,Female,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),50.91,1800.31,No
8135-F851,Female,0,No,No,69,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),57.65,3949.95,No
9548-U376,Male,0,Yes,No,27,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,116.98,3154.16,No
9817-Y595,Female,0,Yes,No,7,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Mailed check,113.14,807.27,No
8616-N945,Male,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),81.4,465.93,No
5397-K972,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),22.85,765.99,No
5022-C385,Male,0,No,No,58,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.47,2176.54,No
8385-H868,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),61.89,3048.03,No
8613-S724,Female,0,Yes,No,17,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),114.63,1945.72,No
7209-K129,Female,1,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,27.77,1168.99,No
9098-K286,Female,1,No,No,72,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,97.78,7028.46,No
8988-G463,Male,0,Yes,No,40,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,37.46,1496.12,No
5232-K386,Female,1,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,69.29,3179.57,No
5526-R110,Male,0,Yes,Yes,71,Yes,Yes,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.33,6762.58,No
9464-G187,Male,1,No,No,70,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,87.85,6150.99,No
4954-X516,Male,0,Yes,Yes,68,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),96.21,6534.45,No
9004-R876,Male,1,Yes,Yes,1,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),100.02,77.7,No
4937-W587,Female,1,No,No,52,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),48.98,2549.41,No
